incident_id,attack_vector_primary,downtime_hours,data_compromised_records,data_type,systems_affected,attack_vector_secondary,attack_chain,company_revenue_usd,employee_count,market_cap_at_disclosure,is_public_company,total_loss_usd,direct_loss_usd,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,days_to_price_recovery,volume_ratio_disclosure,p_value_1d,quality_score,quality_grade,confidence_tier,company_name,country_hq,industry_primary,industry_secondary,stock_ticker_x,incident_date,incident_date_estimated,discovery_date,disclosure_date,attributed_group,attribution_confidence,data_source_primary,data_source_secondary,data_source_type,review_flag,notes_x,created_at_x,updated_at_x,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,notes_y,created_at_y,updated_at_y,stock_ticker_y,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,pre_incident_volatility_30d,post_incident_volatility_30d,notes,created_at,updated_at
2025-0510-001,backdoor,,,,"active_directory,VPN,payment_systems,SCADA",phishing,,48578250641.23,121295,356425347558.88,TRUE,1033138777.89,412427438.13,480033355.86,140677983.9,,,-0.036212,-0.023851,0.006667,32,3.4076,1,67.64,Bronze,2,Sierra Node Ventures SA,CH,51,,SNV.SW,2025-05-10,FALSE,2025-06-13,2025-07-07,,,https://www.sierra-node-ventures-sa.com/newsroom/2025/01/security-update,,company_pr,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,disclosed,826895769.39,1496154165.81,1033138777.89,CPI-U 2025 (321.5),Insurance claim partially denied; payout reflects negotiated settlement at 42% of claim,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SNV.SW,645.48,632.61,609.7,617.52,636.83,21908620,74656699,S&P 500 Information Technology,0.013422,-0.030705,-0.023851,0.006667,0.013122,-1.7387,0.2282,1,FALSE,0.034594,0.060793,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0512-001,ransomware,23.33,9179,credentials,"website,payment_systems,manufacturing_OT,customer_database,VPN",,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,3622725612.6,17990,8743803050.53,TRUE,37914466.01,23092973.96,10555768.73,4265723.32,,,-0.03973,-0.042959,-0.00722,28,3.8447,0.33175,78.92,Silver,1,Eagle Neuro Diagnostics Corp.,DK,62,,END.CO,2025-05-12,FALSE,2025-11-13,2025-11-28,FIN7,suspected,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001418787&type=8-K&dateb=20251112&owner=include&count=10,,sec_filing,,Employee count approximate; sourced from LinkedIn company page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,378819.21,,,calculated,28157353.05,64549887.62,37914466.01,CPI-U 2025 (321.5),"Loss methodology: Monte Carlo simulation with 10,000 iterations (95th percentile)",2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,END.CO,48.86,45.05,43.26,43.11,44.72,306766,1179413,S&P 500 Health Care,-0.005933,-0.051476,-0.042959,-0.00722,0.000082,-3.3365,-0.5107,1,FALSE,0.017669,0.035325,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0522-001,supply_chain,127.23,,,"website,backup_systems,SSO",,Compromised third-party software update ? trojanized DLL sideloaded ? C2 beacon established ? persistent access across customer environments,280046701.77,2476,473583741.16,TRUE,16585984.09,8000000,6671887.46,1914096.63,,5846513.84,-0.034756,-0.04896,-0.027339,87,3.66,1,86.42,Gold,1,Florence Healthcare S.p.A.,IT,62,,FLOR.MI,2025-05-22,FALSE,2025-05-30,2025-06-13,,,https://www.edpb.europa.eu/decisions/2025/06/INQ-2025-00240,https://www.florence-healthcare-spa.com/newsroom/2025/03/security-update,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,calculated,11290992.29,21507318.29,16585984.09,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,FLOR.MI,15.17,14.29,13.79,13.59,13.9,705238,2581199,S&P 500 Health Care,0.005034,-0.043303,-0.04896,-0.027339,-0.021013,-1.5552,-5.4678,0.0002,FALSE,0.013202,0.023774,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0526-001,ransomware,300.26,8869,mixed,"VPN,cloud_infrastructure,file_servers,manufacturing_OT",,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,480467811.64,2145,2267723848.26,TRUE,13938221.64,2267769.11,2019592.39,361171.26,,810964.86,-0.048527,-0.052252,-0.030516,122,1.733,0.7102,89.9,Gold,2,SparkSolar Corp Inc.,AT,22,,SPAR.VI,2025-05-26,FALSE,2025-05-30,2025-07-03,Lazarus_Group,suspected,https://www.sparksolar-corp-inc.com/newsroom/2025/04/security-update,,company_pr,,Incident date based on forensic timeline reconstruction (+-2 days),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,14055650.88,9289688.88,court filing,estimated,11293866.94,23309693.65,13938221.64,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SPAR.VI,15.09,14.76,14.04,13.99,14.31,379593,657850,S&P 500 Utilities,0.027903,-0.060065,-0.052252,-0.030516,-0.03462,-2.5796,-1.1135,1,FALSE,0.018336,0.023507,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0526-002,ransomware,151.33,490240,PII,"website,customer_database",,,6486016176.02,17810,40604358361.73,TRUE,28164282.07,14293744.21,10716417.09,3154120.77,,,-0.015016,-0.019306,-0.027783,330,3.0936,1,74.98,Silver,4,Sequoia Crown Financial Corp.,JP,52,,SCF.T,2025-05-26,FALSE,2025-06-13,2025-07-04,,,https://therecord.media/2025/11/14/sequoia-crown-financial-c-breached,,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,284457.84,,,estimated,20886066.97,49105198.4,28164282.07,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SCF.T,84.56,83.13,81.88,81.53,80.82,4232828,13094545,S&P 500 Financials,0.02215,-0.012676,-0.019306,-0.027783,-0.031942,-0.8172,-1.8067,1,FALSE,0.020155,0.030877,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0529-001,ransomware,91.85,30907,financial,"email,cloud_infrastructure,ERP,file_servers",,,39914029678.95,776266,219429554460.57,TRUE,75048970.02,34926502.77,30382641.61,7305976.36,2181266.22,,-0.069433,-0.028831,-0.02627,313,2.6298,0.38275,82.4,Silver,1,BazaarBrand Stores Co.,US,44-45,,BAZA,2025-05-29,TRUE,2025-06-05,2025-06-25,Killnet,suspected,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001180222&type=8-K&dateb=20250111&owner=include&count=10,,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,816664.33,252583.06,insurance claim record,disclosed,57139339.65,93510896.07,75048970.02,CPI-U 2025 (321.5),Insurance claim partially denied; payout reflects negotiated settlement at 52% of claim,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,BAZA,465.19,441.08,410.45,428.36,429.49,1235984,3250371,S&P 500 Consumer Discretionary,-0.017191,-0.057521,-0.028831,-0.02627,-0.040106,-3.2345,-3.2225,0.38875,FALSE,0.025212,0.038232,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0601-001,ransomware,42.38,,,"HR_systems,website,file_servers",,,5283759405.23,31919,35608769165.95,TRUE,13558575.51,7141290.42,5838857.83,453265.42,,7093994.09,-0.060525,-0.064554,-0.037641,84,1.8395,0.9189,87.01,Gold,4,Zimmer Production Group Inc.,US,31-33,,ZIM1,2025-06-01,FALSE,2025-06-02,2025-06-20,RansomHub,confirmed,https://www.bleepingcomputer.com/news/security/zimmer-production-group-i-hit-by-cyberattack-2025/,https://www.ico.org.uk/decisions/2025/01/INQ-2025-00312,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,584745.37,125161.84,court filing,estimated,11244949.44,23173959.19,13558575.51,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,ZIM1,35.62,35.47,33.32,33.18,34.13,2967140,5457941,S&P 500 Industrials,0.028046,-0.063278,-0.064554,-0.037641,-0.007711,-2.1622,-1.6513,1,FALSE,0.038796,0.077072,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0606-001,apt,24.79,874147,PII,"customer_database,SSO",,Zero-day exploit in edge device ? fileless implant in memory ? scheduled task persistence ? low-and-slow data staging ? encrypted exfiltration over DNS tunneling,6486016176.02,17810,17980221918.77,TRUE,517136517.72,255857877.36,225799580.54,35479059.82,,,-0.061682,-0.014351,-0.032724,74,2.3159,0.14955,52.94,Bronze,4,Sequoia Crown Financial Corp.,JP,52,,SCF.T,2025-06-06,FALSE,2025-06-09,2025-06-21,Akira,unknown,https://www.theregister.com/2025/10/05/sequoia-crown-financ_security_incident/,https://www.edpb.europa.eu/decisions/2025/04/INQ-2025-00090,verified_media,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,407783043.75,928850995.91,517136517.72,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SCF.T,90.76,85.91,80.61,84.68,83.1,392468,908922,S&P 500 Financials,0.010876,-0.068102,-0.014351,-0.032724,-0.01323,-3.7009,-4.9537,0.0002,FALSE,0.012508,0.023321,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0611-001,ddos,,,,"SSO,ERP,file_servers",,,14999380161.68,25904,77758129794.55,TRUE,7942825.52,3600000,3998647.27,344178.25,,3646904.23,-0.024134,-0.009898,-0.010196,28,3.8274,1,83.55,Silver,2,Campbell Intelligence Group Inc.,BE,51,,CAMP.BR,2025-06-11,FALSE,2025-07-15,2025-08-24,Conti,unknown,https://www.campbell-intelligence-gro.com/newsroom/2025/04/security-update,,company_pr,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,5079993.75,11985793.49,7942825.52,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,CAMP.BR,220.56,207.67,202.66,205.61,205.55,17177958,65746151,S&P 500 Information Technology,-0.001032,-0.026365,-0.009898,-0.010196,0.011403,-0.8974,-0.6215,1,TRUE,0.036568,0.072735,Sector-wide sell-off during 30-day window (market correction),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0619-001,phishing,,15801,mixed,"payment_systems,manufacturing_OT",,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,6510445976.28,12617,29241847479.31,TRUE,246167085.37,107562751.82,102534422.34,36069911.21,,,-0.010463,-0.004314,-0.008536,53,3.2,1,84.82,Silver,1,Orlando Systems Holdings Inc.,ZA,51,,ORLA.JO,2025-06-19,FALSE,2025-06-29,2025-07-08,BianLian,confirmed,https://www.orlando-systems-holdings-.com/newsroom/2025/08/security-update,https://www.edpb.europa.eu/decisions/2025/07/INQ-2025-00351,company_pr,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,167149505.78,291727586.78,246167085.37,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,ORLA.JO,43.35,41.61,41.17,41.43,41.25,2684492,8590437,S&P 500 Information Technology,-0.006789,-0.010044,-0.004314,-0.008536,0.008545,-0.5977,-0.6129,1,FALSE,0.02718,0.047886,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0626-001,data_breach,,61262,credentials,"HR_systems,customer_database,VPN,SSO",,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,901886399.41,1575,7204249515.63,TRUE,5844869.23,2600000,2805967.97,388901.26,50000,,-0.026375,-0.006312,-0.002686,8,2.5653,1,60.26,Bronze,1,VectorWire Security Ltd.,AU,51,,VECT.AX,2025-06-26,FALSE,2025-07-08,2025-08-16,Killnet,suspected,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001307696&type=8-K&dateb=20250802&owner=include&count=10,https://www.vectorwire-security-ltd.com/newsroom/2025/01/security-update,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,calculated,4814181.33,8190526.89,5844869.23,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,VECT.AX,14.27,14.24,13.86,14.15,14.2,343496,881166,S&P 500 Information Technology,-0.003939,-0.030196,-0.006312,-0.002686,-0.019773,-1.4498,-0.1844,1,TRUE,0.018237,0.036146,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0626-002,data_breach,,1422,credentials,"CRM,ERP,SSO,HR_systems,backup_systems",apt,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,108613602.56,525,315055665.8,TRUE,2002572.31,1300000,405987.2,296585.11,,,-0.042327,-0.029861,-0.02087,202,3.7827,0.98495,68.99,Bronze,3,Keystone Clinical Therapeutics SE,DE,62,,KCT.DE,2025-06-26,FALSE,2025-07-02,2025-07-21,BlackBasta,suspected,https://blog.talosintelligence.com/2025/06/keystone-clinical-th-campaign.html,,cybersecurity_firm,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,1633429.36,3562778.89,2002572.31,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,KCT.DE,6.54,6,5.75,5.82,5.87,107427,406361,S&P 500 Health Care,-0.019555,-0.039668,-0.029861,-0.02087,-0.010136,-2.0301,-1.0429,1,FALSE,0.010919,0.019407,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0701-001,apt,21.39,33003,financial,"SCADA,backup_systems,active_directory",,Zero-day exploit in edge device ? fileless implant in memory ? scheduled task persistence ? low-and-slow data staging ? encrypted exfiltration over DNS tunneling,5411624752.41,40148,37447673357.01,TRUE,14234493.82,8610869.43,5139510.75,484113.64,,,-0.079707,-0.098356,-0.050621,96,1.7578,0.3375,77.47,Silver,4,Nakamura Retail Co.,US,44-45,,NAKA,2025-07-01,FALSE,2025-08-31,2025-09-20,APT41,suspected,https://therecord.media/2025/02/05/nakamura-retail-co-breached,,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,estimated,10167940.01,24064112.02,14234493.82,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,NAKA,69.05,71.58,65.87,64.54,67.96,1922950,3380082,S&P 500 Consumer Discretionary,-0.003706,-0.097229,-0.098356,-0.050621,-0.018245,-3.325,-2.5898,0.7051,FALSE,0.016327,0.02786,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0702-001,malware,,19885,credentials,manufacturing_OT,,Trojanized installer via SEO-poisoned download ? fileless PowerShell execution ? registry run-key persistence ? credential dumping via LSASS ? data staged for exfil,26792083199.11,227768,180328533176.18,TRUE,5473639.88,2782118.01,1763551.08,877773.26,50197.53,3140106.04,-0.021028,-0.011311,-0.015736,36,3.743,1,90.41,Gold,1,BazaarGoods Distribution Co.,US,44-45,,BAZ1,2025-07-02,FALSE,2025-07-03,2025-07-17,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001229009&type=8-K&dateb=20251020&owner=include&count=10,,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,disclosed,3550890.87,7922478.17,5473639.88,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,BAZ1,135.25,134.12,131.3,132.6,132.01,4613510,17268210,S&P 500 Consumer Discretionary,0.021078,-0.022806,-0.011311,-0.015736,0.002319,-1.1088,-0.6433,1,FALSE,0.01269,0.021527,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0704-002,ddos,21.9,,,"CRM,active_directory,backup_systems,file_servers",,Multi-vector botnet activation ? volumetric UDP reflection (900 Gbps peak) ? application-layer HTTP/2 flood ? 18-hour service degradation,68002071296.92,207422,277720668554.36,TRUE,713039199.26,351683190.22,312387297.64,48968711.4,,157523936.5,0.005212,-0.005624,0.011857,32,2.1828,1,83.97,Silver,4,Seoul Microsystems Co. Ltd.,KR,51,,SEOU.KS,2025-07-04,FALSE,2025-07-23,2025-08-31,Conti,probable,https://therecord.media/2025/08/18/seoul-microsystems-co-ltd-breached,,verified_media,,Employee count approximate; sourced from LinkedIn company page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,calculated,509275350.82,1252068074.69,713039199.26,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SEOU.KS,594.06,567.94,570.9,564.75,574.67,31312645,68350380,S&P 500 Information Technology,0.002762,0.004228,-0.005624,0.011857,-0.009237,0.3789,0.8014,1,FALSE,0.021323,0.024168,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0705-002,phishing,,276983,financial,"website,HR_systems,ERP,payment_systems,active_directory",,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,43519617.07,511,252509430.09,TRUE,8042270.45,4822703.51,2695008.19,474558.75,50000,,-0.002794,-0.019181,-0.020359,351,2.6829,1,83.47,Silver,2,Cypress Aero Shipping Ltd.,AU,48-49,62,CAS.AX,2025-07-05,FALSE,2025-07-20,2025-07-28,Volt_Typhoon,suspected,https://www.cypress-aero-shipping-ltd.com/newsroom/2025/01/security-update,,company_pr,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,disclosed,5107735.68,10133007.55,8042270.45,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,CAS.AX,10.66,9.41,9.38,9.23,9.22,63598,170627,S&P 500 Industrials,0.002822,-0.00273,-0.019181,-0.020359,-0.010356,-0.1488,-0.7097,1,FALSE,0.030209,0.057902,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0712-001,ransomware,41.24,492158,mixed,"active_directory,email,file_servers,SSO,backup_systems",,,32208739029.21,96399,174968719462.58,TRUE,57257809.68,35630751.16,15758470.5,3919713.87,,,-0.03637,-0.052473,-0.048916,145,2.1834,0.6605,51.75,Bronze,4,Timber Net Platforms Co.,PL,51,56,TNP.WA,2025-07-12,FALSE,2025-10-12,2025-10-19,Cl0p,probable,https://krebsonsecurity.com/2025/06/timber-net-platforms-breach-exposes-data/,,verified_media,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,3273209.84,1948874.15,company statement,estimated,42491359.81,91754149.85,57257809.68,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,TNP.WA,446.58,394.22,379.88,373.53,374.94,2105850,4597883,S&P 500 Information Technology,0.025862,-0.040556,-0.052473,-0.048916,-0.065512,-2.679,-1.6333,1,FALSE,0.030805,0.059551,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0716-001,ransomware,24.62,484821,credentials,HR_systems,,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,9098294881.29,54201,63044935461.73,TRUE,2877642.35,546616.38,428339.86,147299.48,1337353.91,,-0.057612,-0.0765,-0.014576,16,2.2141,0.5656,76.91,Silver,4,Sable Hawk Medical Corp.,US,62,,SHM,2025-07-16,FALSE,2025-07-17,2025-08-03,Scattered_Spider,suspected,https://www.bleepingcomputer.com/news/security/sable-hawk-medical-corp-hit-by-cyberattack-2025/,https://www.bfdi.bund.de/decisions/2025/07/INQ-2025-00573,verified_media,,Initially reported as IT maintenance outage; later reclassified as security incident,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,1253376.36,418032.72,FBI disclosure,estimated,1785753.33,3992427.29,2877642.35,CPI-U 2025 (321.5),Legal fees reflect engagement of AmLaw 100 firm for class-action defense,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SHM,46.5,46.39,43.72,42.84,45.71,7236986,16023577,S&P 500 Health Care,0.003876,-0.074437,-0.0765,-0.014576,-0.021671,-2.8688,-0.4972,1,FALSE,0.027367,0.036243,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0722-001,data_breach,,15952,health,cloud_infrastructure,ddos,,5217618618.47,16044,23109279998.14,TRUE,25715931.42,12252657.44,11078333.88,2035617.19,349322.91,,-0.068774,-0.09538,-0.107945,221,1.5387,0.60175,77.69,Silver,1,Mantis Secura Bancorp Group SA,FR,52,44-45,MSB.PA,2025-07-22,FALSE,2025-10-23,2025-12-22,BlackCat/ALPHV,unknown,https://www.mantis-secura-bancorp-gro.com/newsroom/2025/02/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001043826&type=8-K&dateb=20250805&owner=include&count=10,company_pr,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,estimated,18433617.96,31398441.63,25715931.42,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,MSB.PA,75.22,71.97,67.02,65.11,64.2,3439125,5291659,S&P 500 Financials,0.008228,-0.065279,-0.09538,-0.107945,-0.051314,-2.7965,-3.2276,0.3862,FALSE,0.011592,0.018513,Company share buyback program active during post-incident window,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0725-001,malware,7.09,60300,health,"VPN,customer_database,SSO,backup_systems",,Trojanized installer via SEO-poisoned download ? fileless PowerShell execution ? registry run-key persistence ? credential dumping via LSASS ? data staged for exfil,35664152045.95,146628,129460739742.44,TRUE,19514013.43,13000000,4857477.28,1185001.55,471534.6,,-0.037681,-0.034133,-0.022013,64,3.2032,0.0002,73.32,Silver,1,Belfast Fabrication Group PLC,GB,31-33,,BELF.L,2025-07-25,FALSE,2025-09-25,2025-10-02,DarkSide,suspected,https://www.bfdi.bund.de/decisions/2025/05/INQ-2025-00306,https://unit42.paloaltonetworks.com/threat-brief-belfast-fabrication--2025/,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,disclosed,15912959.66,29999982.29,19514013.43,CPI-U 2025 (321.5),Insurance claim partially denied; payout reflects negotiated settlement at 55% of claim,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,BELF.L,455.43,442.24,425.58,427.15,432.5,1644304,5266984,S&P 500 Industrials,-0.011452,-0.036669,-0.034133,-0.022013,-0.025082,-7.5362,-0.6823,1,TRUE,0.021047,0.024743,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0725-002,phishing,,457614,mixed,"website,VPN",,,503866073.27,3865,1679708064.01,TRUE,2588446.18,800000,350663.23,244507.34,1193275.61,779945.35,-0.00671,-0.00471,0.019069,8,2.6958,1,92.43,Gold,2,Osprey Elite Advisory Inc.,US,54,,OEA,2025-07-25,TRUE,2025-08-03,2025-08-11,BlackSuit,confirmed,https://www.osprey-elite-advisory-inc.com/newsroom/2025/04/security-update,,company_pr,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,disclosed,1771154.17,3016714.45,2588446.18,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,OEA,5.57,5.27,5.23,5.25,5.37,961225,2591247,S&P 500,0.000073,-0.006408,-0.00471,0.019069,-0.004397,-0.3424,0.7878,1,TRUE,0.025785,0.046289,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0730-002,phishing,,4476651,mixed,"VPN,SCADA,website,manufacturing_OT,customer_database",,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,37139009978.7,182120,221633168166.22,TRUE,3452827.71,1429547.58,1632707.5,390572.63,,1222981.26,-0.012604,0.010561,-0.008358,,2.2696,1,94.63,Gold,1,Guardian Orbit Bancorp Pvt. Ltd.,IN,52,,GOB.NS,2025-07-30,TRUE,2025-11-02,2025-12-19,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001571710&type=8-K&dateb=20250605&owner=include&count=10,https://krebsonsecurity.com/2025/03/guardian-orbit-banco-breach-exposes-data/,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,2298438.45,5608124.6,3452827.71,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,GOB.NS,310.22,299.13,295.36,302.29,296.63,4469568,10144262,S&P 500 Financials,0.027188,-0.01052,0.010561,-0.008358,0.009162,-0.6755,-1.0496,1,FALSE,0.021183,0.033031,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0810-001,ransomware,106.43,,,"website,HR_systems,manufacturing_OT",data_breach,,107194946506.97,830594,479375712261.15,TRUE,68871426.71,36626897.89,24374587.93,6814919.29,,24265447.12,-0.026753,-0.040311,-0.038507,54,3.9899,1,99.23,Gold,1,Forge Shop Outlets Co.,US,44-45,,FSO,2025-08-10,FALSE,2025-08-24,2025-10-16,Hunters_International,unknown,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001161684&type=8-K&dateb=20251019&owner=include&count=10,https://www.mandiant.com/resources/blog/forge-shop-outlets-c-incident-response-2025,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,2937382.61,1055021.6,congressional testimony,disclosed,49319554.53,94431346.62,68871426.71,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,FSO,732.51,714.15,695.04,685.36,686.65,465360,1856750,S&P 500 Consumer Discretionary,0.00248,-0.027647,-0.040311,-0.038507,-0.035353,-1.392,-1.5855,1,TRUE,0.017222,0.027986,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0810-002,phishing,,5778,credentials,"SSO,website,ERP",,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,23784797536.89,198045,159962092369.37,TRUE,6184432.04,3432876.34,2275825.69,475730.01,,,-0.004442,0.006145,-0.020656,238,3.5572,1,89.14,Gold,1,Barrett Labs Pty Ltd.,AU,62,,BARR.AX,2025-08-10,TRUE,2025-08-28,2025-10-21,Rhysida,suspected,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001954695&type=8-K&dateb=20251128&owner=include&count=10,https://www.bleepingcomputer.com/news/security/barrett-labs-pty-ltd-hit-by-cyberattack-2025/,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,5237886.96,7701974.39,6184432.04,CPI-U 2025 (321.5),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,BARR.AX,120.32,114.23,113.72,114.93,111.87,142342,506336,S&P 500 Health Care,0.006591,-0.004825,0.006145,-0.020656,-0.013677,-0.4086,-2.7499,0.62505,FALSE,0.039934,0.048681,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
